row,t0_s,frame,s_cm,s_norm,lat_cm,y_cm,speed_cm_s,vy_cm_s,total_cm
590,130.829,5,200.71,0.186698,-0.74,72.04,4653.1,1655.1,1075.06
591,130.829,6,240.68,0.223874,-1.29,86.20,4923.9,1744.5,1075.06
592,130.829,7,280.61,0.261022,-1.84,100.28,4776.7,1683.7,1075.06
593,130.829,8,320.52,0.298143,-2.38,114.28,4916.8,1724.1,1075.06
594,130.829,9,360.40,0.335235,-2.93,128.19,4667.6,1628.3,1075.06
595,130.829,10,400.24,0.372300,-3.48,142.02,4837.0,1678.6,1075.06
596,130.829,11,440.06,0.409337,-4.03,155.77,4694.4,1620.5,1075.06
597,130.829,12,479.85,0.446347,-4.57,169.44,4794.5,1646.3,1075.06
598,130.829,13,519.61,0.483329,-5.12,183.02,4756.1,1624.5,1075.06
599,130.829,14,559.38,0.520326,-5.45,196.52,4828.6,1638.5,1075.06
600,130.829,15,599.12,0.557295,-5.79,209.94,4754.8,1604.7,1075.06
601,130.829,16,638.89,0.594289,-5.86,223.28,4793.0,1606.6,1075.06
602,130.829,17,678.63,0.631255,-5.94,236.53,4789.7,1596.7,1075.06
603,130.829,18,718.38,0.668225,-5.86,249.70,4862.1,1610.4,1075.06
604,130.829,19,758.09,0.705167,-5.78,262.79,4617.5,1520.9,1075.06
605,130.829,20,797.78,0.742081,-5.71,275.79,4819.4,1578.4,1075.06
606,130.829,21,837.43,0.778968,-5.63,288.72,4780.8,1556.9,1075.06
607,130.829,22,877.06,0.815827,-5.55,301.56,4812.9,1558.4,1075.06
608,130.829,23,916.66,0.852659,-5.47,314.32,4572.6,1472.1,1075.06
609,130.829,24,956.22,0.889462,-5.39,326.99,4878.8,1561.5,1075.06
610,130.829,25,995.76,0.926238,-5.31,339.59,4733.2,1506.1,1075.06
611,130.829,26,1035.26,0.962986,-5.24,352.10,4764.8,1507.2,1075.06
612,130.829,27,1074.74,0.999707,-5.16,364.53,4726.9,1486.3,1075.06
613,139.184,0,0.00,0.000000,0.00,0.00,0.0,0.0,1683.72
614,139.184,1,40.23,0.023893,0.08,14.65,4776.1,1739.8,1683.72
615,139.184,2,80.39,0.047747,0.00,29.23,4803.2,1742.7,1683.72
616,139.184,3,120.53,0.071583,-0.08,43.72,4944.0,1784.9,1683.72
617,139.184,4,160.57,0.095368,-0.41,58.12,4754.8,1710.5,1683.72
618,139.184,5,200.59,0.119135,-0.75,72.45,4786.0,1713.1,1683.72
619,139.184,6,240.53,0.142857,-1.29,86.69,4920.7,1754.4,1683.72
620,139.184,7,280.44,0.166560,-1.84,100.85,4808.7,1705.8,1683.72
621,139.184,8,320.32,0.190246,-2.39,114.93,4701.4,1659.3,1683.72
622,139.184,9,360.17,0.213914,-2.93,128.92,4801.7,1685.9,1683.72
623,139.184,10,399.99,0.237564,-3.48,142.83,4728.6,1651.7,1683.72
624,139.184,11,439.78,0.261197,-4.02,156.66,4830.2,1678.4,1683.72
625,139.184,12,479.54,0.284811,-4.57,170.41,4826.8,1668.4,1683.72
626,139.184,13,519.27,0.308408,-5.12,184.07,4787.8,1646.2,1683.72
627,139.184,14,559.02,0.332015,-5.45,197.65,4720.4,1612.5,1683.72
628,139.184,15,598.74,0.355604,-5.79,211.15,4786.5,1626.3,1683.72
629,139.184,16,638.48,0.379208,-5.86,224.57,4652.9,1570.2,1683.72
630,139.184,17,678.19,0.402795,-5.94,237.90,4751.5,1594.7,1683.72
631,139.184,18,717.91,0.426385,-5.86,251.16,4718.0,1573.3,1683.72
632,139.184,19,757.60,0.449957,-5.78,264.33,4749.2,1574.9,1683.72
633,139.184,20,797.26,0.473511,-5.71,277.41,4816.2,1588.3,1683.72
634,139.184,21,836.89,0.497048,-5.63,290.42,4812.9,1578.3,1683.72
635,139.184,22,876.49,0.520566,-5.55,303.34,4671.2,1523.1,1683.72
636,139.184,23,916.05,0.544067,-5.47,316.18,4736.2,1535.5,1683.72
637,139.184,24,955.59,0.567550,-5.39,328.94,4839.0,1559.8,1683.72
638,139.184,25,995.10,0.591015,-5.31,341.61,4695.6,1504.8,1683.72
639,139.184,26,1034.58,0.614462,-5.23,354.20,4761.5,1517.0,1683.72
640,139.184,27,1074.03,0.637891,-5.15,366.71,4723.6,1496.0,1683.72
641,139.184,28,1113.45,0.661303,-5.08,379.14,4720.5,1486.1,1683.72
642,139.184,29,1152.84,0.684697,-5.00,391.48,4649.5,1455.0,1683.72
643,139.184,30,1192.19,0.708073,-4.92,403.74,4819.8,1499.2,1683.72
644,139.184,31,1231.52,0.731431,-4.84,415.92,4745.9,1467.3,1683.72
645,139.184,32,1270.82,0.754772,-4.76,428.02,4708.2,1446.7,1683.72
646,139.184,33,1297.99,0.770907,-17.19,440.03,3609.7,1447.4,1683.72
647,139.184,34,1323.58,0.786109,-36.45,451.97,3763.2,1396.4,1683.72
648,139.184,35,1355.25,0.804913,-53.46,463.82,4362.0,1438.1,1683.72
649,139.184,36,1392.18,0.826851,-63.72,475.58,4623.6,1417.6,1683.72
650,139.184,37,1429.96,0.849290,-69.84,487.27,4652.6,1418.0,1683.72
651,139.184,38,1467.84,0.871788,-75.27,498.87,4618.6,1397.7,1683.72
652,139.184,39,1505.81,0.894335,-80.10,510.39,4585.9,1377.6,1683.72
653,139.184,40,1544.38,0.917246,-83.78,521.83,4579.3,1348.1,1683.72
654,139.184,41,1583.41,0.940426,-83.70,533.18,4716.1,1367.9,1683.72
655,139.184,42,1622.41,0.963588,-83.62,544.45,4748.1,1368.0,1683.72
656,139.184,43,1653.81,0.982238,-87.73,555.64,3843.4,1358.0,1683.72
657,139.184,44,1680.29,0.997965,-96.36,566.75,3288.2,1309.2,1683.72
658,148.707,0,0.00,0.000000,0.00,0.00,0.0,0.0,1684.14
659,148.707,1,40.58,0.024094,0.08,13.76,5036.6,1708.5,1684.14
660,148.707,2,81.09,0.048151,0.00,27.45,5067.1,1711.2,1684.14
661,148.707,3,121.58,0.072191,-0.08,41.05,4841.9,1626.4,1684.14
662,148.707,4,161.98,0.096180,-0.41,54.56,4940.1,1652.7,1684.14
663,148.707,5,202.36,0.120154,-0.75,68.00,4531.0,1507.6,1684.14
664,148.707,6,242.65,0.144082,-1.29,81.35,5040.7,1669.9,1684.14
665,148.707,7,282.92,0.167994,-1.84,94.62,4713.5,1552.9,1684.14
666,148.707,8,323.17,0.191889,-2.39,107.81,4958.2,1624.5,1684.14
667,148.707,9,363.38,0.215768,-2.93,120.91,4810.3,1567.2,1684.14
668,148.707,10,403.57,0.239630,-3.48,133.93,4914.7,1592.2,1684.14
669,148.707,11,443.73,0.263476,-4.03,146.87,4667.6,1503.6,1684.14
670,148.707,12,483.86,0.287305,-4.57,159.73,4697.8,1504.7,1684.14
671,148.707,13,523.96,0.311118,-5.12,172.51,5055.9,1610.0,1684.14
672,148.707,14,564.31,0.335071,-5.46,185.27,4791.0,1515.1,1684.14
673,148.707,15,604.40,0.358880,-5.79,197.88,4941.1,1553.3,1684.14
674,148.707,16,644.53,0.382704,-5.86,210.40,4631.3,1445.3,1684.14
675,148.707,17,684.62,0.406513,-5.94,222.85,4941.7,1533.0,1684.14
676,148.707,18,724.73,0.430325,-5.86,235.21,4695.6,1446.7,1684.14
677,148.707,19,764.80,0.454120,-5.78,247.49,5015.0,1535.8,1684.14
678,148.707,20,804.85,0.477899,-5.70,259.69,4689.7,1427.4,1684.14
679,148.707,21,844.87,0.501661,-5.62,271.80,4896.6,1481.2,1684.14
680,148.707,22,884.86,0.525407,-5.55,283.83,4650.6,1398.1,1684.14
681,148.707,23,924.82,0.549136,-5.47,295.78,4748.8,1418.7,1684.14
682,148.707,24,964.76,0.572849,-5.39,307.65,4815.7,1429.6,1684.14
683,148.707,25,1004.66,0.596545,-5.31,319.43,4996.4,1473.8,1684.14
684,148.707,26,1044.54,0.620224,-5.23,331.13,4774.7,1399.4,1684.14
685,148.707,27,1084.39,0.643887,-5.15,342.75,4703.1,1369.6,1684.14
686,148.707,28,1124.22,0.667533,-5.07,354.29,4804.0,1389.8,1684.14
687,148.707,29,1164.01,0.691163,-4.99,365.74,4598.3,1321.6,1684.14
688,148.707,30,1203.78,0.714776,-4.92,377.12,4798.3,1370.0,1684.14
689,148.707,31,1243.52,0.738373,-4.84,388.40,4903.6,1390.7,1684.14
690,148.707,32,1283.23,0.761952,-4.76,399.61,4900.8,1380.5,1684.14
691,148.707,33,1322.92,0.785516,-4.68,410.74,4587.5,1283.5,1684.14
692,148.707,34,1362.57,0.809063,-4.60,421.78,4932.2,1370.5,1684.14
693,148.707,35,1402.20,0.832593,-4.52,432.74,4715.0,1301.1,1684.14
694,148.707,36,1438.65,0.854235,-6.99,443.61,4341.2,1291.3,1684.14
695,148.707,37,1477.24,0.877149,-9.08,454.41,4345.2,1211.3,1684.14
696,148.707,38,1516.69,0.900573,-9.04,465.12,5023.1,1360.5,1684.14
697,148.707,39,1550.87,0.920870,-11.19,475.75,4189.5,1299.6,1684.14
698,148.707,40,1581.40,0.939000,-14.56,486.30,3784.4,1299.2,1684.14
699,148.707,41,1609.33,0.955581,-18.82,496.76,3284.7,1215.9,1684.14
700,148.707,42,1635.36,0.971038,-23.88,507.14,3177.8,1241.6,1684.14
701,148.707,43,1660.03,0.985684,-29.83,517.44,3112.5,1259.3,1684.14
702,148.707,44,1683.18,0.999429,-35.22,527.66,2922.7,1249.2,1684.14
703,155.797,0,0.00,0.000000,0.00,0.00,0.0,0.0,1534.52
704,155.797,1,40.28,0.026247,0.08,10.53,4582.7,1198.6,1534.52
705,155.797,2,80.50,0.052457,0.01,20.99,5401.3,1403.6,1534.52
706,155.797,3,120.69,0.078653,-0.06,31.36,4772.5,1231.1,1534.52
707,155.797,4,160.81,0.104798,-0.39,41.64,4905.7,1257.7,1534.52
708,155.797,5,200.91,0.130929,-0.71,51.85,4692.9,1194.2,1534.52
709,155.797,6,240.94,0.157014,-1.26,61.97,4931.5,1246.9,1534.52
710,155.797,7,280.96,0.183092,-1.80,72.01,4683.8,1175.2,1534.52
711,155.797,8,320.94,0.209149,-2.34,81.97,4817.8,1199.5,1534.52
712,155.797,9,360.91,0.235191,-2.88,91.84,4851.0,1198.4,1534.52
713,155.797,10,400.85,0.261220,-3.43,101.63,4777.7,1171.0,1534.52
714,155.797,11,440.77,0.287235,-3.97,111.34,4810.4,1169.7,1534.52
715,155.797,12,480.67,0.313235,-4.51,120.97,4843.6,1168.3,1534.52
716,155.797,13,520.54,0.339222,-5.06,130.51,4635.2,1109.0,1534.52
717,155.797,14,560.45,0.365227,-5.38,139.97,4844.6,1148.3,1534.52
718,155.797,15,600.33,0.391218,-5.71,149.35,4915.1,1155.4,1534.52
719,155.797,16,640.25,0.417232,-5.78,158.65,4707.2,1095.8,1534.52
720,155.797,17,680.15,0.443231,-5.85,167.86,4739.0,1094.0,1534.52
721,155.797,18,720.06,0.469240,-5.77,177.00,4846.4,1108.3,1534.52
722,155.797,19,759.95,0.495236,-5.69,186.05,4638.0,1051.5,1534.52
723,155.797,20,799.82,0.521217,-5.60,195.01,4806.3,1080.2,1534.52
724,155.797,21,839.67,0.547184,-5.52,203.90,4734.4,1054.8,1534.52
725,155.797,22,879.49,0.573137,-5.43,212.70,4873.5,1076.2,1534.52
726,155.797,23,919.29,0.599076,-5.35,221.42,4596.9,1006.0,1534.52
727,155.797,24,959.08,0.625001,-5.27,230.05,4942.9,1072.0,1534.52
728,155.797,25,998.84,0.650912,-5.18,238.61,4760.4,1023.0,1534.52
729,155.797,26,1038.58,0.676809,-5.10,247.08,4976.2,1059.5,1534.52
730,155.797,27,1078.30,0.702692,-5.01,255.47,4756.2,1003.3,1534.52
731,155.797,28,1117.99,0.728561,-4.93,263.78,4824.5,1008.1,1534.52
732,155.797,29,1157.67,0.754416,-4.85,272.00,4584.7,948.9,1534.52
733,155.797,30,1197.32,0.780257,-4.76,280.14,4929.9,1010.6,1534.52
734,155.797,31,1236.95,0.806084,-4.68,288.20,4486.0,910.6,1534.52
735,155.797,32,1261.58,0.822132,-8.36,296.18,3144.6,1005.3,1534.52
736,155.797,33,1278.33,0.833050,-16.32,304.07,2228.6,930.5,1534.52
737,155.797,34,1296.31,0.844767,-27.50,311.88,2678.9,977.0,1534.52
738,155.797,35,1314.18,0.856408,-40.83,319.61,2544.0,873.3,1534.52
739,155.797,36,1332.24,0.868182,-56.12,327.26,2939.1,942.0,1534.52
740,155.797,37,1351.43,0.880685,-72.97,334.82,3004.5,885.2,1534.52
741,155.797,38,1372.40,0.894348,-90.80,342.31,3452.7,935.7,1534.52
742,155.797,39,1395.50,0.909402,-108.98,349.70,3545.5,891.4,1534.52
743,155.797,40,1420.78,0.925876,-126.99,357.02,3740.1,881.4,1534.52
744,155.797,41,1452.35,0.946451,-143.58,364.26,4298.3,871.5,1534.52
745,155.797,42,1485.77,0.968231,-152.00,371.41,4067.1,843.0,1534.52
746,155.797,43,1507.80,0.982584,-158.83,378.48,2703.5,827.3,1534.52
747,155.797,44,1525.38,0.994041,-166.81,385.46,2362.5,847.9,1534.52
748,164.316,0,0.00,0.000000,0.00,0.00,0.0,0.0,1432.49
749,164.316,1,40.37,0.028179,0.08,9.22,5126.8,1171.4,1432.49
750,164.316,2,80.68,0.056319,-0.00,18.36,4892.3,1109.4,1432.49
751,164.316,3,120.97,0.084447,-0.08,27.42,4818.6,1083.3,1432.49
752,164.316,4,161.19,0.112521,-0.42,36.40,4774.8,1065.7,1432.49
753,164.316,5,201.38,0.140582,-0.76,45.29,4738.3,1048.3,1432.49
754,164.316,6,241.51,0.168596,-1.31,54.10,4871.0,1069.3,1432.49
755,164.316,7,281.62,0.196597,-1.86,62.83,4763.0,1036.3,1432.49
756,164.316,8,321.72,0.224586,-2.41,71.48,5015.2,1081.3,1432.49
757,164.316,9,361.79,0.252561,-2.96,80.04,4690.7,1002.2,1432.49
758,164.316,10,401.85,0.280523,-3.51,88.52,4898.6,1037.0,1432.49
759,164.316,11,441.88,0.308472,-4.06,96.92,4720.4,989.9,1432.49
760,164.316,12,481.90,0.336407,-4.61,105.24,4858.1,1009.2,1432.49
761,164.316,13,521.90,0.364330,-5.16,113.47,4820.4,991.9,1432.49
762,164.316,14,561.93,0.392273,-5.50,121.62,4788.6,974.8,1432.49
763,164.316,15,601.94,0.420203,-5.83,129.69,4857.5,979.2,1432.49
764,164.316,16,642.00,0.448171,-5.91,137.68,4828.7,962.5,1432.49
765,164.316,17,682.03,0.476115,-5.99,145.58,4556.6,899.2,1432.49
766,164.316,18,722.08,0.504071,-5.92,153.40,5011.4,978.1,1432.49
767,164.316,19,762.11,0.532014,-5.84,161.14,4790.0,925.4,1432.49
768,164.316,20,802.12,0.559944,-5.76,168.80,4685.5,896.0,1432.49
769,164.316,21,842.11,0.587861,-5.69,176.37,4930.2,932.9,1432.49
770,164.316,22,882.08,0.615765,-5.61,183.86,4749.7,889.4,1432.49
771,164.316,23,922.03,0.643655,-5.54,191.27,4853.4,899.1,1432.49
772,164.316,24,961.97,0.671533,-5.46,198.60,4780.7,876.1,1432.49
773,164.316,25,1001.88,0.699397,-5.38,205.84,4744.3,860.0,1432.49
774,164.316,26,1041.78,0.727248,-5.31,213.00,4812.3,862.7,1432.49
775,164.316,27,1081.66,0.755087,-5.23,220.08,4846.1,859.1,1432.49
776,164.316,28,1121.52,0.782912,-5.16,227.07,4705.0,824.6,1432.49
777,164.316,29,1161.36,0.810724,-5.08,233.99,4636.6,803.3,1432.49
778,164.316,30,1201.18,0.838522,-5.01,240.82,4770.2,816.9,1432.49
779,164.316,31,1240.98,0.866308,-4.93,247.57,4803.6,813.0,1432.49
780,164.316,32,1280.76,0.894081,-4.85,254.23,4947.5,827.4,1432.49
781,164.316,33,1320.53,0.921840,-4.78,260.82,4663.1,770.4,1432.49
782,164.316,34,1360.28,0.949587,-4.70,267.32,4906.9,800.8,1432.49
783,164.316,35,1400.00,0.977320,-4.63,273.73,4762.0,767.6,1432.49
784,164.316,36,1431.70,0.999443,-8.18,280.07,3681.0,731.0,1432.49
785,175.585,0,0.00,0.000000,0.00,0.00,0.0,0.0,1748.62
786,175.585,1,40.27,0.023030,0.08,11.98,4746.7,1412.0,1748.62
787,175.585,2,80.48,0.046025,0.01,23.88,5187.5,1534.8,1748.62
788,175.585,3,120.67,0.069007,-0.07,35.69,4636.8,1363.2,1748.62
789,175.585,4,160.77,0.091942,-0.40,47.42,4903.8,1434.5,1748.62
790,175.585,5,200.85,0.114863,-0.73,59.07,4864.5,1413.8,1748.62
791,175.585,6,240.86,0.137743,-1.27,70.64,4820.4,1393.5,1748.62
792,175.585,7,280.85,0.160609,-1.82,82.12,4889.5,1404.2,1748.62
793,175.585,8,320.80,0.183461,-2.36,93.53,4779.6,1363.6,1748.62
794,175.585,9,360.74,0.206299,-2.90,104.85,4776.8,1353.7,1748.62
795,175.585,10,400.65,0.229123,-3.45,116.08,4705.3,1324.5,1748.62
796,175.585,11,440.54,0.251933,-3.99,127.24,4771.2,1334.0,1748.62
797,175.585,12,480.40,0.274729,-4.53,138.31,4875.2,1353.8,1748.62
798,175.585,13,520.24,0.297511,-5.08,149.30,4800.8,1323.9,1748.62
799,175.585,14,560.10,0.320306,-5.41,160.21,4768.5,1304.4,1748.62
800,175.585,15,599.93,0.343087,-5.74,171.03,4765.8,1294.5,1748.62
801,175.585,16,639.80,0.365887,-5.81,181.77,4701.2,1266.2,1748.62
802,175.585,17,679.64,0.388673,-5.89,192.43,4873.9,1303.3,1748.62
803,175.585,18,719.50,0.411465,-5.81,203.01,4600.9,1220.4,1748.62
804,175.585,19,759.33,0.434243,-5.72,213.51,5022.8,1322.6,1748.62
805,175.585,20,799.13,0.457006,-5.64,223.92,4409.5,1152.6,1748.62
806,175.585,21,838.91,0.479756,-5.56,234.25,5056.3,1311.9,1748.62
807,175.585,22,878.67,0.502492,-5.48,244.49,4758.5,1225.5,1748.62
808,175.585,23,918.40,0.525214,-5.40,254.66,4755.9,1215.6,1748.62
809,175.585,24,958.11,0.547922,-5.32,264.74,4586.0,1163.3,1748.62
810,175.585,25,997.79,0.570615,-5.23,274.74,5006.7,1260.3,1748.62
811,175.585,26,1037.45,0.593295,-5.15,284.66,4748.5,1186.0,1748.62
812,175.585,27,1077.08,0.615961,-5.07,294.49,4925.8,1220.7,1748.62
813,175.585,28,1116.69,0.638613,-4.99,304.24,4609.0,1133.2,1748.62
814,175.585,29,1156.28,0.661251,-4.91,313.91,4847.3,1182.3,1748.62
815,175.585,30,1195.84,0.683875,-4.82,323.50,4670.6,1130.0,1748.62
816,175.585,31,1235.38,0.706484,-4.74,333.01,4771.2,1145.0,1748.62
817,175.585,32,1274.89,0.729080,-4.66,342.43,4665.9,1110.6,1748.62
818,175.585,33,1314.37,0.751662,-4.58,351.77,4766.5,1125.1,1748.62
819,175.585,34,1353.84,0.774230,-4.50,361.02,4799.4,1123.5,1748.62
820,175.585,35,1393.27,0.796784,-4.42,370.20,4497.3,1043.9,1748.62
821,175.585,36,1432.69,0.819324,-4.33,379.29,5017.8,1154.8,1748.62
822,175.585,37,1472.08,0.841850,-4.25,388.30,4864.5,1109.9,1748.62
823,175.585,38,1511.44,0.864361,-4.17,397.23,4652.4,1052.2,1748.62
824,175.585,39,1550.78,0.886859,-4.09,406.07,4823.7,1081.4,1748.62
825,175.585,40,1590.10,0.909343,-4.01,414.83,4785.7,1063.4,1748.62
826,175.585,41,1629.39,0.931813,-3.93,423.51,4679.5,1030.5,1748.62
827,175.585,42,1668.66,0.954269,-3.84,432.11,4513.8,985.0,1748.62
828,175.585,43,1707.90,0.976711,-3.76,440.63,4962.9,1073.1,1748.62
829,175.585,44,1747.12,0.999139,-3.68,449.06,4573.7,979.8,1748.62
830,184.404,0,0.00,0.000000,0.00,0.00,0.0,0.0,1050.20
831,184.404,1,40.73,0.038787,0.08,13.20,4980.6,1614.4,1050.20
832,184.404,2,81.41,0.077516,0.00,26.32,5165.8,1666.5,1050.20
833,184.404,3,122.05,0.116219,-0.07,39.36,4723.0,1515.1,1050.20
834,184.404,4,162.62,0.154841,-0.41,52.32,4851.0,1549.5,1050.20
835,184.404,5,203.15,0.193439,-0.74,65.19,5031.5,1597.9,1050.20
836,184.404,6,243.61,0.231965,-1.28,77.98,4636.3,1465.5,1050.20
837,184.404,7,284.05,0.270469,-1.83,90.69,4908.2,1542.4,1050.20
838,184.404,8,324.46,0.308947,-2.38,103.32,5016.5,1567.2,1050.20
839,184.404,9,364.84,0.347398,-2.92,115.86,4795.1,1489.2,1050.20
840,184.404,10,405.20,0.385825,-3.47,128.32,4862.8,1501.2,1050.20
841,184.404,11,445.52,0.424225,-4.01,140.70,4824.0,1480.4,1050.20
842,184.404,12,485.83,0.462601,-4.56,153.00,4786.3,1459.9,1050.20
843,184.404,13,526.10,0.500950,-5.10,165.21,5000.4,1516.0,1050.20
844,184.404,14,566.40,0.539319,-5.44,177.34,4432.2,1333.9,1050.20
845,184.404,15,606.66,0.577662,-5.77,189.39,5322.5,1592.0,1050.20
846,184.404,16,646.96,0.616035,-5.84,201.36,4821.3,1431.1,1050.20
847,184.404,17,687.24,0.654382,-5.92,213.24,4715.2,1390.7,1050.20
848,184.404,18,728.64,0.693804,-5.84,225.37,4745.9,1389.5,1050.20
849,184.404,19,768.89,0.732133,-5.76,237.09,4852.2,1411.5,1050.20
850,184.404,20,809.12,0.770437,-5.68,248.72,4849.3,1401.5,1050.20
851,184.404,21,849.32,0.808715,-5.60,260.27,4776.2,1371.4,1050.20
852,184.404,22,889.49,0.846968,-5.52,271.74,4843.6,1381.7,1050.20
853,184.404,23,929.64,0.885196,-5.44,283.13,5025.5,1424.1,1050.20
854,184.404,24,969.76,0.923398,-5.36,294.43,4601.2,1295.1,1050.20
855,184.404,25,1009.85,0.961575,-5.28,305.65,4630.9,1294.7,1050.20
856,184.404,26,1049.92,0.999727,-5.20,316.79,4797.1,1332.1,1050.20
857,197.608,0,0.00,0.000000,0.00,0.00,0.0,0.0,1735.03
858,197.608,1,40.55,0.023369,0.08,12.89,5149.6,1637.3,1735.03
859,197.608,2,81.03,0.046703,-0.00,25.70,4987.3,1577.9,1735.03
860,197.608,3,121.49,0.070022,-0.08,38.43,4838.6,1522.0,1735.03
861,197.608,4,161.86,0.093292,-0.42,51.07,4864.2,1523.3,1735.03
862,197.608,5,202.21,0.116547,-0.75,63.63,4655.7,1449.4,1735.03
863,197.608,6,242.51,0.139775,-1.30,76.12,4820.2,1493.2,1735.03
864,197.608,7,282.76,0.162974,-1.85,88.52,4849.7,1493.4,1735.03
865,197.608,8,322.99,0.186158,-2.40,100.83,4956.0,1517.0,1735.03
866,197.608,9,363.19,0.209326,-2.95,113.06,4843.6,1473.6,1735.03
867,197.608,10,403.36,0.232480,-3.50,125.21,4770.4,1442.4,1735.03
868,197.608,11,443.50,0.255618,-4.05,137.28,4837.6,1453.7,1735.03
869,197.608,12,483.62,0.278741,-4.60,149.26,4906.8,1465.3,1735.03
870,197.608,13,523.72,0.301850,-5.15,161.16,4761.6,1413.0,1735.03
871,197.608,14,563.83,0.324969,-5.49,172.98,4869.8,1434.4,1735.03
872,197.608,15,603.92,0.348073,-5.83,184.72,4693.0,1373.5,1735.03
873,197.608,16,644.04,0.371196,-5.91,196.37,4870.9,1414.4,1735.03
874,197.608,17,684.13,0.394304,-5.99,207.95,4727.9,1364.0,1735.03
875,197.608,18,724.23,0.417417,-5.91,219.43,4905.7,1404.8,1735.03
876,197.608,19,764.30,0.440514,-5.83,230.84,4760.7,1354.3,1735.03
877,197.608,20,804.35,0.463596,-5.75,242.17,4899.9,1384.6,1735.03
878,197.608,21,844.38,0.486664,-5.68,253.41,4755.1,1334.7,1735.03
879,197.608,22,884.37,0.509716,-5.60,264.57,4787.1,1334.5,1735.03
880,197.608,23,924.34,0.532753,-5.52,275.64,4819.5,1334.4,1735.03
881,197.608,24,964.29,0.555775,-5.45,286.64,4816.8,1324.5,1735.03
882,197.608,25,1004.20,0.578782,-5.37,297.55,4849.7,1324.3,1735.03
883,197.608,26,1044.09,0.601774,-5.29,308.38,4707.5,1276.4,1735.03
884,197.608,27,1083.96,0.624750,-5.22,319.12,4917.1,1323.9,1735.03
885,197.608,28,1123.80,0.647712,-5.14,329.79,4635.6,1239.2,1735.03
886,197.608,29,1163.61,0.670659,-5.06,340.37,4699.7,1247.3,1735.03
887,197.608,30,1203.40,0.693590,-4.99,350.87,4872.4,1283.7,1735.03
888,197.608,31,1243.16,0.716506,-4.91,361.29,4798.1,1254.9,1735.03
889,197.608,32,1282.89,0.739408,-4.83,371.62,4760.5,1235.9,1735.03
890,197.608,33,1322.60,0.762294,-4.76,381.87,4758.0,1226.0,1735.03
891,197.608,34,1362.32,0.785186,-4.68,392.05,4794.8,1226.2,1735.03
892,197.608,35,1401.98,0.808042,-4.60,402.14,4787.9,1215.1,1735.03
893,197.608,36,1441.61,0.830883,-4.53,412.14,4785.3,1205.2,1735.03
894,197.608,37,1481.21,0.853709,-4.45,422.06,4782.9,1195.3,1735.03
895,197.608,38,1520.79,0.876520,-4.37,431.90,4677.2,1159.7,1735.03
896,197.608,39,1560.04,0.899143,-4.37,441.66,4741.0,1175.4,1735.03
897,197.608,40,1593.36,0.918347,-6.09,451.33,4050.6,1174.1,1735.03
898,197.608,41,1628.12,0.938382,-8.60,460.92,4025.2,1106.7,1735.03
899,197.608,42,1666.81,0.960682,-10.73,470.43,4751.0,1162.7,1735.03
900,197.608,43,1702.31,0.981144,-12.41,479.86,4352.2,1152.6,1735.03
901,197.608,44,1733.78,0.999278,-15.58,489.20,3838.7,1134.0,1735.03
902,203.733,0,0.00,0.000000,0.00,0.00,0.0,-0.0,905.64
903,203.733,1,39.65,0.043777,0.08,9.09,4639.8,1064.3,905.64
904,203.733,2,79.24,0.087493,0.01,18.11,5067.7,1153.5,905.64
905,203.733,3,118.81,0.131189,-0.07,27.03,4664.5,1052.5,905.64
906,203.733,4,158.30,0.174797,-0.40,35.88,4902.2,1098.0,905.64
907,203.733,5,197.78,0.218384,-0.73,44.65,4619.9,1025.6,905.64
908,203.733,6,237.19,0.261900,-1.27,53.33,4819.2,1061.5,905.64
909,203.733,7,276.58,0.305394,-1.82,61.93,4545.6,992.2,905.64
910,203.733,8,315.95,0.348868,-2.36,70.44,4814.8,1041.3,905.64
911,203.733,9,355.30,0.392321,-2.91,78.88,4673.1,1001.3,905.64
912,203.733,10,394.64,0.435754,-3.45,87.23,4846.6,1028.8,905.64
913,203.733,11,433.95,0.479165,-3.99,95.50,4602.2,967.7,905.64
914,203.733,12,473.25,0.522556,-4.54,103.68,4735.5,986.2,905.64
915,203.733,13,512.53,0.565925,-5.08,111.79,4664.9,962.1,905.64
916,203.733,14,551.83,0.609325,-5.41,119.81,4504.8,919.1,905.64
917,203.733,15,591.12,0.652704,-5.74,127.75,4915.4,992.9,905.64
918,203.733,16,630.44,0.696129,-5.82,135.60,4920.8,982.6,905.64
919,203.733,17,669.75,0.739533,-5.89,143.38,4669.2,923.0,905.64
920,203.733,18,709.08,0.782957,-5.81,151.07,4775.4,933.5,905.64
921,203.733,19,748.39,0.826359,-5.73,158.68,4603.0,890.5,905.64
922,203.733,20,787.67,0.869741,-5.65,166.21,4736.5,906.7,905.64
923,203.733,21,826.94,0.913101,-5.57,173.65,4534.5,858.9,905.64
924,203.733,22,866.19,0.956441,-5.48,181.01,4913.4,920.7,905.64
925,203.733,23,905.43,0.999761,-5.40,188.29,4531.0,839.9,905.64
926,217.461,0,0.00,0.000000,0.00,0.00,,0.0,1790.96
927,217.461,1,41.24,0.023027,0.08,11.66,5080.4,1436.0,1790.96
928,217.461,2,82.42,0.046021,0.00,23.23,5230.3,1470.0,1790.96
929,217.461,3,123.49,0.068951,-0.64,36.60,4846.1,1575.6,1790.96
