row,t0_s,frame,s_cm,s_norm,lat_cm,y_cm,speed_cm_s,vy_cm_s,total_cm
930,217.461,4,164.48,0.091839,-1.49,49.75,4802.2,1539.5,1790.96
931,217.461,5,205.53,0.114762,-1.83,61.08,4946.1,1364.5,1790.96
932,217.461,6,246.52,0.137645,-2.37,72.32,5049.3,1385.2,1790.96
933,217.461,7,287.48,0.160516,-2.92,83.49,4726.6,1287.9,1790.96
934,217.461,8,328.41,0.183373,-3.47,94.57,5160.1,1396.3,1790.96
935,217.461,9,369.33,0.206218,-4.02,105.56,4929.8,1324.8,1790.96
936,217.461,10,410.22,0.229049,-4.56,116.48,4927.1,1314.9,1790.96
937,217.461,11,451.08,0.251868,-5.11,127.31,4818.2,1276.7,1790.96
938,217.461,12,491.93,0.274673,-5.66,138.06,4995.3,1314.3,1790.96
939,217.461,13,532.75,0.297466,-6.20,148.72,4847.9,1266.4,1790.96
940,217.461,14,573.59,0.320272,-6.54,159.31,4995.7,1294.1,1790.96
941,217.461,15,614.42,0.343065,-6.87,169.81,4813.5,1237.9,1790.96
942,217.461,16,655.27,0.365877,-6.95,180.23,4852.4,1237.0,1790.96
943,217.461,17,696.10,0.388676,-7.02,190.57,4849.9,1227.2,1790.96
944,217.461,18,736.95,0.411482,-6.94,200.82,4817.0,1208.7,1790.96
945,217.461,19,777.77,0.434276,-6.87,210.99,5031.7,1253.0,1790.96
946,217.461,20,818.57,0.457056,-6.79,221.08,4991.7,1233.6,1790.96
947,217.461,21,859.35,0.479824,-6.71,231.09,4809.7,1179.5,1790.96
948,217.461,22,900.10,0.502578,-6.63,241.01,4986.7,1213.4,1790.96
949,217.461,23,940.83,0.525320,-6.55,250.85,4875.1,1177.0,1790.96
950,217.461,24,981.53,0.548049,-6.47,260.61,4734.5,1134.0,1790.96
951,217.461,25,1022.22,0.570764,-6.39,270.29,4942.6,1174.4,1790.96
952,217.461,26,1062.88,0.593467,-6.31,279.89,4977.1,1173.1,1790.96
953,217.461,27,1103.51,0.616156,-6.23,289.40,4901.5,1145.9,1790.96
954,217.461,28,1144.12,0.638833,-6.15,298.83,4863.5,1127.7,1790.96
955,217.461,29,1184.71,0.661497,-6.07,308.17,4690.0,1078.4,1790.96
956,217.461,30,1225.28,0.684147,-5.99,317.44,5043.0,1149.9,1790.96
957,217.461,31,1265.82,0.706785,-5.91,326.62,4752.6,1074.5,1790.96
958,217.461,32,1307.33,0.729960,-5.83,335.94,4972.6,1114.6,1790.96
959,217.461,33,1347.83,0.752571,-5.75,344.95,4887.9,1086.0,1790.96
960,217.461,34,1388.30,0.775170,-5.67,353.89,4921.9,1084.0,1790.96
961,217.461,35,1428.75,0.797755,-5.59,362.74,4744.0,1035.7,1790.96
962,217.461,36,1469.17,0.820328,-5.51,371.50,4917.5,1064.0,1790.96
963,217.461,37,1509.58,0.842887,-5.43,380.19,4808.5,1031.1,1790.96
964,217.461,38,1549.96,0.865433,-5.35,388.79,4771.8,1014.0,1790.96
965,217.461,39,1590.31,0.887967,-5.27,397.31,5061.1,1065.6,1790.96
966,217.461,40,1630.65,0.910487,-5.19,405.75,4872.9,1016.4,1790.96
967,217.461,41,1670.96,0.932995,-5.11,414.10,4800.2,991.9,1790.96
968,217.461,42,1711.24,0.955490,-5.03,422.37,4868.8,996.6,1790.96
969,217.461,43,1751.51,0.977971,-4.95,430.56,4796.2,972.3,1790.96
970,217.461,44,1789.64,0.999264,-5.16,438.67,4474.5,948.8,1790.96
971,223.445,0,0.00,0.000000,0.00,0.00,0.0,0.0,1041.69
972,223.445,1,40.45,0.038827,0.08,12.94,4908.6,1570.7,1041.69
973,223.445,2,80.83,0.077595,-0.00,25.80,4829.6,1537.9,1041.69
974,223.445,3,121.19,0.116337,-0.08,38.58,4689.5,1484.7,1041.69
975,223.445,4,161.46,0.155000,-0.42,51.27,5076.0,1599.9,1041.69
976,223.445,5,201.71,0.193637,-0.75,63.89,4778.7,1497.4,1041.69
977,223.445,6,241.88,0.232203,-1.30,76.42,4668.8,1455.9,1041.69
978,223.445,7,282.03,0.270744,-1.84,88.86,4732.9,1467.1,1041.69
979,223.445,8,322.15,0.309260,-2.39,101.23,4764.2,1468.0,1041.69
980,223.445,9,362.25,0.347750,-2.94,113.51,4867.0,1490.6,1041.69
981,223.445,10,402.32,0.386216,-3.49,125.71,5090.1,1549.4,1041.69
982,223.445,11,442.36,0.424656,-4.03,137.83,4789.9,1449.1,1041.69
983,223.445,12,482.38,0.463070,-4.58,149.86,4930.9,1482.5,1041.69
984,223.445,13,522.37,0.501460,-5.13,161.81,4681.5,1398.7,1041.69
985,223.445,14,562.38,0.539869,-5.46,173.68,4751.8,1409.2,1041.69
986,223.445,15,602.36,0.578253,-5.80,185.47,4927.4,1452.0,1041.69
987,223.445,16,642.38,0.616667,-5.88,197.17,4651.6,1360.1,1041.69
988,223.445,17,682.37,0.655056,-5.96,208.80,4616.0,1341.0,1041.69
989,223.445,18,722.36,0.693453,-5.88,220.34,5043.7,1454.3,1041.69
990,223.445,19,762.34,0.731825,-5.80,231.79,4890.2,1400.8,1041.69
991,223.445,20,802.28,0.770172,-5.72,243.17,4815.4,1370.3,1041.69
992,223.445,21,842.20,0.808493,-5.64,254.46,4675.1,1321.5,1041.69
993,223.445,22,882.09,0.846790,-5.57,265.67,4993.4,1402.0,1041.69
994,223.445,23,921.96,0.885061,-5.49,276.80,4737.4,1321.1,1041.69
995,223.445,24,961.80,0.923306,-5.41,287.84,4700.6,1301.8,1041.69
996,223.445,25,1001.61,0.961527,-5.33,298.80,4801.5,1320.6,1041.69
997,223.445,26,1041.40,0.999722,-5.25,309.68,4661.7,1273.2,1041.69
998,229.731,0,0.00,0.000000,0.00,0.00,0.0,-0.0,1712.56
999,229.731,1,39.17,0.022871,0.08,5.93,4684.1,708.8,1712.56
1000,229.731,2,78.29,0.045713,0.00,11.77,4783.0,714.6,1712.56
1001,229.731,3,117.39,0.068548,-0.08,17.53,4609.5,679.1,1712.56
1002,229.731,4,156.43,0.091340,-0.41,23.21,4772.8,694.4,1712.56
1003,229.731,5,195.59,0.114209,-0.75,28.83,4583.6,657.4,1712.56
1004,229.731,6,234.55,0.136959,-1.29,34.34,4800.2,679.3,1712.56
1005,229.731,7,273.50,0.159702,-1.84,39.77,4658.6,649.6,1712.56
1006,229.731,8,312.76,0.182626,-2.39,45.17,4801.0,659.4,1712.56
1007,229.731,9,351.68,0.205354,-2.94,50.43,4588.9,620.7,1712.56
1008,229.731,10,390.59,0.228076,-3.49,55.62,4688.8,624.4,1712.56
1009,229.731,11,429.49,0.250789,-4.03,60.72,4553.6,596.9,1712.56
1010,229.731,12,468.38,0.273496,-4.58,65.74,4720.9,609.0,1712.56
1011,229.731,13,507.25,0.296196,-5.12,70.67,4617.2,586.0,1712.56
1012,229.731,14,546.16,0.318916,-5.46,75.52,4759.1,593.4,1712.56
1013,229.731,15,585.06,0.341629,-5.79,80.30,4458.6,546.6,1712.56
1014,229.731,16,624.00,0.364370,-5.87,84.98,4625.8,556.6,1712.56
1015,229.731,17,662.94,0.387103,-5.94,89.59,4798.5,567.4,1712.56
1016,229.731,18,701.89,0.409851,-5.86,94.11,4801.9,557.2,1712.56
1017,229.731,19,740.84,0.432591,-5.79,98.55,4593.5,523.4,1712.56
1018,229.731,20,779.86,0.455380,-5.71,102.92,4705.1,526.3,1712.56
1019,229.731,21,818.94,0.478199,-5.63,107.22,4643.6,509.7,1712.56
1020,229.731,22,857.85,0.500918,-5.55,111.41,4657.2,501.4,1712.56
1021,229.731,23,896.74,0.523629,-5.47,115.52,4622.4,488.0,1712.56
1022,229.731,24,935.63,0.546333,-5.39,119.55,4689.4,485.2,1712.56
1023,229.731,25,974.50,0.569030,-5.31,123.49,4723.1,478.8,1712.56
1024,229.731,26,1013.35,0.591719,-5.23,127.35,4722.1,468.8,1712.56
1025,229.731,27,1052.20,0.614401,-5.16,131.13,4585.2,445.6,1712.56
1026,229.731,28,1091.03,0.637076,-5.08,134.83,4720.1,448.8,1712.56
1027,229.731,29,1129.85,0.659744,-5.00,138.45,4486.6,417.1,1712.56
1028,229.731,30,1168.66,0.682405,-4.92,141.98,4789.2,435.2,1712.56
1029,229.731,31,1207.45,0.705058,-4.84,145.43,4648.5,412.6,1712.56
1030,229.731,32,1246.47,0.727843,-4.76,148.82,4745.4,411.2,1712.56
1031,229.731,33,1285.24,0.750482,-4.68,152.10,4579.9,387.2,1712.56
1032,229.731,34,1324.00,0.773113,-4.60,155.30,4714.8,388.6,1712.56
1033,229.731,35,1362.75,0.795738,-4.53,158.42,4611.5,370.4,1712.56
1034,229.731,36,1401.48,0.818355,-4.45,161.46,4713.2,368.6,1712.56
1035,229.731,37,1440.20,0.840965,-4.37,164.42,4610.0,350.8,1712.56
1036,229.731,38,1478.91,0.863567,-4.29,167.29,4782.5,353.8,1712.56
1037,229.731,39,1517.60,0.886162,-4.21,170.08,4510.5,324.2,1712.56
1038,229.731,40,1556.29,0.908751,-4.13,172.78,4781.1,333.5,1712.56
1039,229.731,41,1594.96,0.931331,-4.05,175.41,4509.1,305.0,1712.56
1040,229.731,42,1633.62,0.953905,-3.98,177.95,4744.0,310.8,1712.56
1041,229.731,43,1672.26,0.976471,-3.90,180.41,4673.6,296.3,1712.56
1042,229.731,44,1710.90,0.999030,-3.82,182.79,4605.3,282.2,1712.56
1043,235.601,0,0.00,0.000000,0.00,0.00,0.0,-0.0,1145.02
1044,235.601,1,39.83,0.034783,0.08,5.21,4763.0,623.4,1145.02
1045,235.601,2,79.61,0.069524,-0.00,10.34,4722.8,609.1,1145.02
1046,235.601,3,119.38,0.104256,-0.08,15.39,4791.0,608.1,1145.02
1047,235.601,4,159.07,0.138927,-0.41,20.36,4818.1,602.6,1145.02
1048,235.601,5,198.76,0.173587,-0.75,25.24,4781.5,588.2,1145.02
1049,235.601,6,238.39,0.208197,-1.30,30.04,4774.7,578.3,1145.02
1050,235.601,7,278.01,0.242796,-1.85,34.76,4773.5,568.4,1145.02
1051,235.601,8,317.61,0.277387,-2.40,39.39,4737.5,554.4,1145.02
1052,235.601,9,357.21,0.311968,-2.95,43.95,4771.2,548.5,1145.02
1053,235.601,10,396.80,0.346540,-3.50,48.42,4805.4,542.5,1145.02
1054,235.601,11,436.37,0.381102,-4.05,52.80,4768.9,528.6,1145.02
1055,235.601,12,475.93,0.415655,-4.60,57.11,4767.8,518.7,1145.02
1056,235.601,13,515.49,0.450199,-5.15,61.33,4697.7,501.4,1145.02
1057,235.601,14,555.08,0.484775,-5.49,65.47,4702.1,491.6,1145.02
1058,235.601,15,594.66,0.519343,-5.83,69.53,4770.3,488.9,1145.02
1059,235.601,16,634.29,0.553953,-5.90,73.51,4811.7,482.5,1145.02
1060,235.601,17,673.91,0.588554,-5.98,77.40,4740.5,465.6,1145.02
1061,235.601,18,713.55,0.623178,-5.90,81.21,4778.9,459.0,1145.02
1062,235.601,19,753.19,0.657792,-5.83,84.94,4743.0,445.8,1145.02
1063,235.601,20,792.81,0.692397,-5.75,88.58,4673.9,429.7,1145.02
1064,235.601,21,832.42,0.726993,-5.67,92.15,4847.4,435.6,1145.02
1065,235.601,22,872.03,0.761580,-5.59,95.63,4775.2,419.3,1145.02
1066,235.601,23,911.62,0.796157,-5.52,99.02,4739.5,406.4,1145.02
1067,235.601,24,951.20,0.830725,-5.44,102.34,4704.3,393.6,1145.02
1068,235.601,25,990.77,0.865283,-5.36,105.57,4669.7,381.1,1145.02
1069,235.601,26,1030.33,0.899832,-5.29,108.72,4807.2,382.3,1145.02
1070,235.601,27,1069.88,0.934372,-5.21,111.79,4736.3,366.9,1145.02
1071,235.601,28,1109.41,0.968902,-5.13,114.78,4841.5,365.0,1145.02
1072,235.601,29,1144.58,0.999612,-6.02,117.68,4211.5,347.2,1145.02
1073,260.717,0,0.00,0.000000,0.00,0.00,,0.0,1172.16
1074,260.717,1,39.47,0.033672,0.08,5.92,4754.8,713.4,1172.16
1075,260.717,2,78.70,0.067145,0.00,11.73,4761.8,705.3,1172.16
1076,260.717,3,117.93,0.100606,-0.08,17.46,4725.1,690.2,1172.16
1077,260.717,4,157.08,0.134007,-0.42,23.11,4716.8,680.3,1172.16
1078,260.717,5,196.22,0.167397,-0.75,28.67,4750.3,675.3,1172.16
1079,260.717,6,235.29,0.200734,-1.30,34.16,4640.0,650.8,1172.16
1080,260.717,7,274.36,0.234061,-1.85,39.56,4672.5,645.7,1172.16
1081,260.717,8,313.41,0.267378,-2.39,44.87,4740.4,645.3,1172.16
1082,260.717,9,352.45,0.300683,-2.94,50.11,4669.8,626.0,1172.16
1083,260.717,10,391.48,0.333979,-3.49,55.26,4737.7,625.2,1172.16
1084,260.717,11,430.49,0.367264,-4.04,60.33,4736.4,615.2,1172.16
1085,260.717,12,469.50,0.400538,-4.58,65.31,4598.8,587.8,1172.16
1086,260.717,13,508.49,0.433802,-5.13,70.22,4699.0,590.8,1172.16
1087,260.717,14,547.52,0.467098,-5.47,75.04,4738.3,585.2,1172.16
1088,260.717,15,586.53,0.500385,-5.80,79.78,4634.3,562.7,1172.16
1089,260.717,16,625.60,0.533711,-5.88,84.44,4639.9,552.9,1172.16
1090,260.717,17,664.65,0.567026,-5.96,89.01,4777.2,559.3,1172.16
1091,260.717,18,703.72,0.600361,-5.88,93.50,4608.5,529.5,1172.16
1092,260.717,19,742.78,0.633686,-5.80,97.91,4674.6,527.3,1172.16
1093,260.717,20,781.83,0.667001,-5.72,102.24,4639.7,513.7,1172.16
1094,260.717,21,820.87,0.700305,-5.65,106.48,4672.5,507.6,1172.16
1095,260.717,22,859.90,0.733598,-5.57,110.65,4740.6,505.1,1172.16
1096,260.717,23,898.91,0.766881,-5.49,114.72,4636.5,484.3,1172.16
1097,260.717,24,937.91,0.800154,-5.41,118.72,4703.7,481.5,1172.16
1098,260.717,25,976.90,0.833416,-5.34,122.64,4668.3,468.1,1172.16
1099,260.717,26,1015.88,0.866667,-5.26,126.47,4633.5,454.9,1172.16
1100,260.717,27,1054.84,0.899908,-5.18,130.22,4632.6,445.1,1172.16
1101,260.717,28,1093.79,0.933139,-5.10,133.88,4734.6,445.0,1172.16
1102,260.717,29,1132.73,0.966359,-5.02,137.47,4698.8,431.8,1172.16
1103,260.717,30,1171.66,0.999568,-4.95,140.97,4596.5,412.8,1172.16
1104,273.767,0,0.00,0.000000,0.00,0.00,,0.0,1748.44
1105,273.767,1,40.56,0.023195,0.08,18.64,4958.7,2278.6,1748.44
1106,273.767,2,81.04,0.046351,-0.00,37.19,4738.1,2171.3,1748.44
1107,273.767,3,121.49,0.069485,-0.08,55.66,5218.2,2382.9,1748.44
1108,273.767,4,161.85,0.092566,-0.42,74.05,4826.5,2199.1,1748.44
1109,273.767,5,202.17,0.115626,-0.76,92.36,4893.4,2221.7,1748.44
1110,273.767,6,242.40,0.138639,-1.31,110.58,4395.6,1990.5,1748.44
1111,273.767,7,282.60,0.161631,-1.86,128.72,4843.5,2185.5,1748.44
1112,273.767,8,322.77,0.184602,-2.41,146.78,4839.1,2175.5,1748.44
1113,273.767,9,362.89,0.207550,-2.96,164.75,5177.2,2319.1,1748.44
1114,273.767,10,402.98,0.230477,-3.51,182.65,4794.9,2139.9,1748.44
1115,273.767,11,443.02,0.253382,-4.06,200.46,4755.8,2114.6,1748.44
1116,273.767,12,483.03,0.276266,-4.61,218.19,4460.5,1975.9,1748.44
1117,273.767,13,523.01,0.299128,-5.16,235.83,4852.6,2141.6,1748.44
1118,273.767,14,562.99,0.321993,-5.50,253.40,5039.8,2213.5,1748.44
1119,273.767,15,602.93,0.344836,-5.84,270.88,4996.8,2186.3,1748.44
1120,273.767,16,642.88,0.367688,-5.92,288.28,4745.4,2065.6,1748.44
1121,273.767,17,682.80,0.390519,-6.00,305.59,4882.7,2117.2,1748.44
1122,273.767,18,722.71,0.413346,-5.92,322.83,4639.9,2002.5,1748.44
1123,273.767,19,762.59,0.436152,-5.84,339.98,4841.8,2081.5,1748.44
1124,273.767,20,802.42,0.458936,-5.77,357.05,4766.9,2041.2,1748.44
1125,273.767,21,842.22,0.481698,-5.69,374.03,4833.2,2061.5,1748.44
1126,273.767,22,881.98,0.504439,-5.62,390.94,4690.0,1992.4,1748.44
1127,273.767,23,921.71,0.527158,-5.54,407.76,4824.7,2041.4,1748.44
1128,273.767,24,961.39,0.549855,-5.46,424.49,4397.1,1853.0,1748.44
1129,273.767,25,1001.04,0.572531,-5.39,441.15,4816.3,2021.4,1748.44
1130,273.767,26,1040.65,0.595185,-5.31,457.72,4707.5,1967.7,1748.44
1131,273.767,27,1080.22,0.617818,-5.23,474.22,5151.3,2144.4,1748.44
1132,273.767,28,1119.75,0.640428,-5.16,490.62,4768.4,1976.7,1748.44
1133,273.767,29,1159.25,0.663017,-5.08,506.95,4729.6,1952.5,1748.44
1134,273.767,30,1198.71,0.685585,-5.01,523.19,4657.5,1914.6,1748.44
1135,273.767,31,1238.13,0.708131,-4.93,539.35,4827.1,1976.0,1748.44
1136,273.767,32,1277.51,0.730655,-4.85,555.43,4717.4,1922.9,1748.44
1137,273.767,33,1316.85,0.753157,-4.78,571.43,4783.2,1941.3,1748.44
1138,273.767,34,1356.16,0.775638,-4.70,587.34,4675.3,1889.3,1748.44
1139,273.767,35,1395.43,0.798097,-4.63,603.17,4740.0,1907.2,1748.44
1140,273.767,36,1434.66,0.820535,-4.55,618.92,4600.7,1843.0,1748.44
1141,273.767,37,1473.85,0.842951,-4.47,634.59,4500.4,1794.9,1748.44
1142,273.767,38,1513.01,0.865345,-4.40,650.17,4528.3,1798.0,1748.44
1143,273.767,39,1552.12,0.887717,-4.32,665.67,5099.1,2015.6,1748.44
1144,273.767,40,1591.20,0.910068,-4.24,681.09,4651.8,1830.6,1748.44
1145,273.767,41,1630.24,0.932398,-4.17,696.43,4716.3,1847.5,1748.44
1146,273.767,42,1669.25,0.954705,-4.09,711.68,4420.0,1723.5,1748.44
1147,273.767,43,1708.21,0.976991,-4.02,726.85,5002.9,1941.9,1748.44
1148,273.767,44,1747.14,0.999255,-3.94,741.94,4670.4,1804.5,1748.44
1149,283.940,0,0.00,0.000000,0.00,0.00,0.0,0.0,1675.04
1150,283.940,1,39.45,0.023549,0.08,30.41,4488.1,3460.5,1675.04
1151,283.940,2,78.80,0.047046,0.00,60.75,4707.0,3627.4,1675.04
1152,283.940,3,118.10,0.070505,-0.07,91.00,4990.8,3841.9,1675.04
1153,283.940,4,157.29,0.093904,-0.40,121.16,4687.3,3607.7,1675.04
1154,283.940,5,196.42,0.117264,-0.74,151.25,4612.4,3546.1,1675.04
1155,283.940,6,235.46,0.140567,-1.28,181.25,4668.5,3588.0,1675.04
1156,283.940,7,274.42,0.163831,-1.83,211.17,4373.6,3357.5,1675.04
1157,283.940,8,313.33,0.187058,-2.38,241.00,4653.4,3568.2,1675.04
1158,283.940,9,352.17,0.210247,-2.92,270.76,5051.4,3869.0,1675.04
1159,283.940,10,390.95,0.233398,-3.47,300.43,4638.2,3548.5,1675.04
1160,283.940,11,429.67,0.256511,-4.02,330.02,4597.1,3513.0,1675.04
1161,283.940,12,468.32,0.279586,-4.57,359.53,4623.2,3528.8,1675.04
1162,283.940,13,506.91,0.302623,-5.11,388.95,4422.0,3371.2,1675.04
1163,283.940,14,545.46,0.325641,-5.45,418.29,4860.1,3698.0,1675.04
1164,283.940,15,583.96,0.348622,-5.78,447.55,4778.7,3631.7,1675.04
1165,283.940,16,622.42,0.371587,-5.85,476.73,4669.5,3541.0,1675.04
1166,283.940,17,660.83,0.394515,-5.93,505.82,4560.6,3454.2,1675.04
1167,283.940,18,699.19,0.417419,-5.85,534.83,4589.3,3469.6,1675.04
1168,283.940,19,737.50,0.440284,-5.77,563.76,4329.1,3268.8,1675.04
1169,283.940,20,775.73,0.463112,-5.69,592.61,4934.6,3721.5,1675.04
1170,283.940,21,813.91,0.485902,-5.61,621.37,4600.6,3465.2,1675.04
1171,283.940,22,852.02,0.508654,-5.53,650.06,4493.9,3380.7,1675.04
1172,283.940,23,890.06,0.531368,-5.45,678.66,4552.1,3420.2,1675.04
1173,283.940,24,928.05,0.554044,-5.37,707.17,4612.0,3460.9,1675.04
1174,283.940,25,965.97,0.576682,-5.29,735.61,4537.3,3400.5,1675.04
1175,283.940,26,1003.82,0.599282,-5.21,763.96,4529.9,3390.6,1675.04
1176,283.940,27,1041.61,0.621844,-5.13,792.23,4489.8,3356.3,1675.04
1177,283.940,28,1079.34,0.644368,-5.06,820.41,4582.1,3420.8,1675.04
1178,283.940,29,1117.01,0.666854,-4.98,848.52,4475.1,3336.7,1675.04
1179,283.940,30,1154.61,0.689302,-4.90,876.54,4500.5,3351.2,1675.04
1180,283.940,31,1192.15,0.711712,-4.82,904.48,4559.7,3390.8,1675.04
1181,283.940,32,1229.62,0.734084,-4.74,932.34,4518.8,3355.9,1675.04
1182,283.940,33,1267.03,0.756419,-4.66,960.11,4414.0,3273.8,1675.04
1183,283.940,34,1304.38,0.778715,-4.58,987.80,4537.4,3360.8,1675.04
1184,283.940,35,1341.66,0.800973,-4.50,1015.41,4463.9,3301.8,1675.04
1185,283.940,36,1378.88,0.823194,-4.42,1042.94,4489.3,3316.2,1675.04
1186,283.940,37,1416.04,0.845376,-4.34,1070.38,4233.0,3122.5,1675.04
1187,283.940,38,1453.13,0.867520,-4.26,1097.74,4791.8,3529.9,1675.04
1188,283.940,39,1490.16,0.889627,-4.18,1125.02,4402.6,3238.7,1675.04
1189,283.940,40,1527.13,0.911695,-4.10,1152.22,4460.0,3276.4,1675.04
1190,283.940,41,1564.03,0.933726,-4.02,1179.33,4264.6,3128.4,1675.04
1191,283.940,42,1600.87,0.955718,-3.94,1206.37,4413.0,3232.8,1675.04
1192,283.940,43,1637.64,0.977673,-3.86,1233.32,4538.3,3319.8,1675.04
1193,283.940,44,1674.36,0.999589,-3.78,1260.18,4335.3,3166.8,1675.04
1194,293.254,0,0.00,0.000000,0.00,0.00,0.0,0.0,1670.77
1195,293.254,1,39.28,0.023510,0.08,30.26,4732.0,3646.0,1670.77
1196,293.254,2,78.47,0.046968,-0.00,60.45,4459.3,3434.1,1670.77
1197,293.254,3,117.60,0.070388,-0.08,90.55,4714.0,3626.1,1670.77
1198,293.254,4,157.04,0.093991,-0.42,120.88,4751.1,3653.9,1670.77
1199,293.254,5,196.17,0.117415,-0.77,150.94,4714.9,3622.0,1670.77
1200,293.254,6,235.04,0.140679,-1.32,180.79,4683.2,3596.2,1670.77
1201,293.254,7,273.85,0.163906,-1.87,210.56,4607.8,3534.2,1670.77
1202,293.254,8,312.59,0.187094,-2.42,240.25,4600.3,3524.4,1670.77
1203,293.254,9,351.83,0.210581,-2.98,270.28,4693.4,3591.9,1670.77
1204,293.254,10,390.45,0.233692,-3.53,299.80,4652.6,3556.2,1670.77
1205,293.254,11,429.00,0.256766,-4.08,329.24,4645.0,3546.3,1670.77
1206,293.254,12,467.52,0.279820,-4.64,358.62,4508.4,3438.0,1670.77
1207,293.254,13,505.94,0.302818,-5.18,387.89,4699.1,3579.1,1670.77
1208,293.254,14,544.33,0.325796,-5.52,417.08,4660.1,3542.5,1670.77
1209,293.254,15,582.66,0.348737,-5.85,446.18,4331.6,3288.9,1670.77
1210,293.254,16,622.91,0.372828,-5.93,476.69,4997.0,3785.8,1670.77
1211,293.254,17,661.15,0.395714,-6.00,505.62,4540.7,3435.6,1670.77
1212,293.254,18,699.34,0.418574,-5.93,534.48,4852.2,3664.9,1670.77
1213,293.254,19,737.47,0.441396,-5.85,563.25,4663.6,3518.0,1670.77
1214,293.254,20,775.54,0.464179,-5.77,591.94,4488.5,3381.7,1670.77
1215,293.254,21,813.54,0.486925,-5.70,620.55,4266.3,3210.3,1670.77
1216,293.254,22,851.48,0.509633,-5.62,649.08,4441.9,3338.3,1670.77
1217,293.254,23,889.36,0.532303,-5.55,677.52,4668.0,3503.8,1670.77
1218,293.254,24,927.17,0.554935,-5.47,705.88,4880.6,3658.7,1670.77
1219,293.254,25,964.92,0.577528,-5.40,734.16,4517.0,3381.8,1670.77
1220,293.254,26,1002.61,0.600084,-5.32,762.35,4542.7,3396.7,1670.77
1221,293.254,27,1040.23,0.622602,-5.24,790.46,4283.3,3198.6,1670.77
1222,293.254,28,1077.79,0.645081,-5.17,818.50,4462.3,3327.9,1670.77
1223,293.254,29,1115.28,0.667523,-5.09,846.44,4657.5,3468.9,1670.77
1224,293.254,30,1152.71,0.689926,-5.02,874.31,4758.0,3539.1,1670.77
1225,293.254,31,1190.08,0.712292,-4.94,902.09,4472.8,3322.6,1670.77
1226,293.254,32,1227.38,0.734619,-4.87,929.79,4531.6,3361.8,1670.77
1227,293.254,33,1264.62,0.756909,-4.79,957.41,4183.3,3099.3,1670.77
1228,293.254,34,1301.80,0.779160,-4.72,984.94,4294.1,3177.0,1670.77
1229,293.254,35,1338.91,0.801374,-4.64,1012.40,4577.2,3381.9,1670.77
1230,293.254,36,1375.96,0.823549,-4.56,1039.77,4748.2,3503.4,1670.77
1231,293.254,37,1412.95,0.845686,-4.49,1067.06,4494.6,3311.7,1670.77
1232,293.254,38,1449.87,0.867785,-4.41,1094.26,4421.7,3253.5,1670.77
1233,293.254,39,1486.73,0.889847,-4.34,1121.38,4170.9,3064.7,1670.77
1234,293.254,40,1523.53,0.911870,-4.26,1148.42,4252.1,3119.9,1670.77
1235,293.254,41,1560.26,0.933855,-4.19,1175.38,4566.7,3346.0,1670.77
1236,293.254,42,1596.93,0.955802,-4.11,1202.26,4629.3,3387.1,1670.77
1237,293.254,43,1633.53,0.977711,-4.03,1229.05,4450.5,3251.7,1670.77
1238,293.254,44,1670.08,0.999582,-3.96,1255.76,4378.4,3194.3,1670.77
1239,305.987,0,0.00,0.000000,0.00,0.00,,0.0,1774.56
1240,305.987,1,41.08,0.023150,0.08,17.55,4985.6,2130.2,1774.56
1241,305.987,2,82.09,0.046259,-0.00,35.02,4833.9,2059.1,1774.56
1242,305.987,3,123.06,0.069349,-0.08,52.41,4936.3,2094.6,1774.56
1243,305.987,4,163.95,0.092390,-0.42,69.71,4785.1,2025.1,1774.56
1244,305.987,5,204.80,0.115410,-0.75,86.94,4995.0,2105.7,1774.56
1245,305.987,6,245.57,0.138385,-1.30,104.07,4806.1,2020.2,1774.56
1246,305.987,7,286.64,0.161530,-1.86,121.27,5060.4,2118.6,1774.56
1247,305.987,8,327.34,0.184465,-2.41,138.25,4763.7,1986.4,1774.56
1248,305.987,9,368.01,0.207380,-2.96,155.14,4972.8,2065.3,1774.56
1249,305.987,10,408.64,0.230275,-3.51,171.95,4789.9,1981.3,1774.56
1250,305.987,11,449.23,0.253151,-4.05,188.67,4891.4,2015.0,1774.56
1251,305.987,12,489.79,0.276006,-4.60,205.32,4997.6,2050.3,1774.56
1252,305.987,13,530.31,0.298842,-5.15,221.88,4883.2,1995.2,1774.56
1253,305.987,14,570.84,0.321683,-5.48,238.36,4848.9,1970.7,1774.56
1254,305.987,15,611.34,0.344505,-5.82,254.75,4880.4,1975.3,1774.56
1255,305.987,16,651.86,0.367337,-5.90,271.07,4743.3,1909.2,1774.56
1256,305.987,17,692.34,0.390151,-5.97,287.30,4952.0,1984.6,1774.56
1257,305.987,18,732.83,0.412963,-5.90,303.45,4879.1,1945.5,1774.56
1258,305.987,19,773.27,0.435755,-5.82,319.51,4947.9,1964.4,1774.56
1259,305.987,20,813.68,0.458528,-5.75,335.50,4800.6,1897.7,1774.56
1260,305.987,21,854.06,0.481280,-5.67,351.40,4903.4,1929.8,1774.56
1261,305.987,22,894.40,0.504013,-5.59,367.22,4758.4,1864.6,1774.56
1262,305.987,23,934.71,0.526726,-5.52,382.95,4895.5,1909.8,1774.56
1263,305.987,24,974.98,0.549419,-5.44,398.61,4855.7,1885.8,1774.56
